latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
40.56129,-123.69833,325.36,0.51,0.41,2025-03-01,949,N,VIIRS,n,2,278.71,3.05,N,0
39.89876,-123.30086,296.86,0.48,0.4,2025-03-01,950,N,VIIRS,n,2,280.87,0.61,N,0
39.21917,-122.30009,297.97,0.44,0.38,2025-03-01,950,N,VIIRS,n,2,280.52,0.36,N,0
39.21565,-122.30085,302.76,0.44,0.38,2025-03-01,950,N,VIIRS,n,2,280.71,0.61,N,0
39.21214,-122.30161,296.5,0.44,0.38,2025-03-01,950,N,VIIRS,n,2,280.27,0.61,N,0
38.92088,-120.69349,299.56,0.4,0.37,2025-03-01,950,N,VIIRS,n,2,279.58,0.23,N,0
39.05283,-122.03981,295.26,0.43,0.38,2025-03-01,950,N,VIIRS,n,2,280.32,0.48,N,0
38.97578,-122.05813,296.89,0.43,0.38,2025-03-01,950,N,VIIRS,n,2,280.97,0.56,N,0
38.94128,-122.04026,299.4,0.43,0.38,2025-03-01,950,N,VIIRS,n,2,280.39,0.56,N,0
38.90953,-122.07372,314.41,0.43,0.38,2025-03-01,950,N,VIIRS,n,2,281.09,2.07,N,0
38.90889,-122.06882,302.17,0.43,0.38,2025-03-01,950,N,VIIRS,n,2,280.86,0.82,N,0
38.51361,-121.19212,295.18,0.4,0.37,2025-03-01,950,N,VIIRS,n,2,281.56,0.51,N,0
37.96597,-121.0229,304.56,0.4,0.37,2025-03-01,950,N,VIIRS,n,2,279.62,0.76,N,0
38.07021,-122.13844,304.88,0.42,0.38,2025-03-01,950,N,VIIRS,n,2,289.02,1.29,N,2
38.02675,-122.06082,295.07,0.42,0.38,2025-03-01,950,N,VIIRS,n,2,284.53,1.11,N,0
37.94976,-122.40125,298.31,0.43,0.38,2025-03-01,950,N,VIIRS,n,2,286.96,1,N,2
37.7558,-121.65936,298.99,0.41,0.37,2025-03-01,950,N,VIIRS,n,2,282.94,0.65,N,2
37.45498,-121.9324,310.03,0.41,0.37,2025-03-01,950,N,VIIRS,n,2,281.14,1.1,N,2
37.18275,-121.67852,296.85,0.4,0.37,2025-03-01,950,N,VIIRS,n,2,279.2,0.51,N,2
36.96775,-120.25294,328.01,0.39,0.36,2025-03-01,950,N,VIIRS,n,2,269.2,2.66,N,0
36.51014,-119.92474,303.7,0.38,0.36,2025-03-01,950,N,VIIRS,n,2,280.71,0.51,N,0
35.07999,-118.93686,335.34,0.45,0.39,2025-03-01,2110,N,VIIRS,n,2,304.15,3.3,D,0
35.07074,-119.0717,347.86,0.45,0.39,2025-03-01,2110,N,VIIRS,n,2,311.91,8.22,D,0
35.07493,-119.0674,341.75,0.45,0.39,2025-03-01,2110,N,VIIRS,n,2,309.68,12.63,D,0
35.07431,-119.07233,348.9,0.45,0.39,2025-03-01,2110,N,VIIRS,n,2,321.34,41.89,D,0
35.50484,-119.30305,332.58,0.44,0.39,2025-03-01,2110,N,VIIRS,l,2,305.98,2.64,D,0
35.48896,-120.23373,332.96,0.41,0.37,2025-03-01,2110,N,VIIRS,n,2,298.73,2.12,D,0
35.73786,-120.58134,346.36,0.41,0.37,2025-03-01,2111,N,VIIRS,n,2,302.1,3.93,D,0
36.32524,-120.27065,335.56,0.42,0.38,2025-03-01,2111,N,VIIRS,n,2,305.69,1.25,D,0
36.62326,-119.73557,334.81,0.44,0.38,2025-03-01,2111,N,VIIRS,n,2,301.49,1.25,D,0
36.78626,-120.00697,332.58,0.43,0.38,2025-03-01,2111,N,VIIRS,l,2,305.17,2.43,D,0
36.9055,-119.99868,334.22,0.43,0.38,2025-03-01,2111,N,VIIRS,n,2,303.59,2.54,D,0
36.94474,-120.17271,331.13,0.43,0.38,2025-03-01,2111,N,VIIRS,l,2,302.01,4.17,D,0
37.73446,-120.84412,330.87,0.42,0.37,2025-03-01,2111,N,VIIRS,n,2,294.36,3,D,0
37.7794,-120.82434,335.28,0.42,0.37,2025-03-01,2111,N,VIIRS,n,2,295.37,3.73,D,0
37.78566,-120.8305,331.09,0.42,0.37,2025-03-01,2111,N,VIIRS,n,2,295.71,2.49,D,0
37.92809,-120.28175,325.96,0.43,0.38,2025-03-01,2111,N,VIIRS,n,2,296.4,1.3,D,0
38.42696,-120.48244,347,0.43,0.38,2025-03-01,2111,N,VIIRS,n,2,295.89,7.66,D,0
38.38204,-122.4308,330.88,0.39,0.36,2025-03-01,2111,N,VIIRS,n,2,291.62,3.04,D,0
38.41069,-122.253,342.86,0.39,0.36,2025-03-01,2111,N,VIIRS,n,2,297.97,5.3,D,0
38.46846,-122.03783,327.66,0.4,0.37,2025-03-01,2111,N,VIIRS,n,2,294.99,3.8,D,0
38.48737,-121.97649,339.9,0.4,0.37,2025-03-01,2111,N,VIIRS,n,2,295.56,4.42,D,0
38.47171,-122.2112,332.55,0.39,0.36,2025-03-01,2111,N,VIIRS,n,2,296.21,8.58,D,0
38.47109,-122.21559,339.42,0.39,0.36,2025-03-01,2111,N,VIIRS,n,2,295.82,8.58,D,0
38.53545,-121.95446,331.74,0.4,0.37,2025-03-01,2111,N,VIIRS,n,2,295.32,3.6,D,0
38.53555,-121.95792,333.61,0.4,0.37,2025-03-01,2111,N,VIIRS,n,2,294.65,5.2,D,0
38.55087,-122.02238,334.1,0.4,0.37,2025-03-01,2111,N,VIIRS,n,2,296.82,3.48,D,0
38.59663,-121.89169,332.28,0.4,0.37,2025-03-01,2111,N,VIIRS,n,2,294.38,3.32,D,0
38.596,-121.89626,328.19,0.4,0.37,2025-03-01,2111,N,VIIRS,n,2,292.61,3.32,D,0
38.59573,-122.02312,335.35,0.4,0.37,2025-03-01,2111,N,VIIRS,n,2,299.97,10.9,D,0
38.5951,-122.02766,328.72,0.4,0.37,2025-03-01,2111,N,VIIRS,n,2,296.14,10.9,D,0
38.74188,-122.61594,333.32,0.39,0.36,2025-03-01,2111,N,VIIRS,n,2,295.06,3.03,D,0
39.03361,-120.93513,330.58,0.42,0.38,2025-03-01,2112,N,VIIRS,n,2,297.18,2.9,D,0
39.59131,-121.40522,325.82,0.41,0.37,2025-03-01,2112,N,VIIRS,n,2,295.96,2.45,D,0
40.00525,-123.35628,343.48,0.39,0.36,2025-03-01,2112,N,VIIRS,n,2,297.29,27.12,D,0
38.97685,-122.05963,296.66,0.46,0.47,2025-03-02,931,N,VIIRS,n,2,280.95,0.55,N,0
38.07229,-122.14135,298.64,0.45,0.47,2025-03-02,931,N,VIIRS,n,2,285.67,1.74,N,2
37.94926,-122.39781,296.29,0.46,0.47,2025-03-02,931,N,VIIRS,n,2,283.98,0.91,N,2
37.9444,-122.39315,306.52,0.46,0.47,2025-03-02,931,N,VIIRS,n,2,283.42,2.19,N,2
37.50568,-121.08738,295.19,0.39,0.44,2025-03-02,931,N,VIIRS,n,2,280.13,0.8,N,0
35.23345,-118.92672,302.84,0.45,0.39,2025-03-02,932,N,VIIRS,n,2,279.1,0.34,N,0
35.2299,-118.92741,295.51,0.45,0.39,2025-03-02,932,N,VIIRS,n,2,280.02,0.44,N,0
36.53996,-120.02182,331.44,0.4,0.37,2025-03-02,2052,N,VIIRS,n,2,272.52,10.89,D,0
36.53993,-120.0635,333.33,0.4,0.37,2025-03-02,2052,N,VIIRS,n,2,266.75,4.99,D,0
36.54588,-120.06969,336.94,0.4,0.37,2025-03-02,2052,N,VIIRS,n,2,269.36,3.91,D,0
38.18499,-121.22698,332.7,0.41,0.37,2025-03-02,2052,N,VIIRS,n,2,287.57,4.01,D,0
38.48897,-121.97729,325.1,0.43,0.38,2025-03-02,2053,N,VIIRS,n,2,289.67,1.24,D,0
42.23497,-122.83945,353.81,0.42,0.37,2025-03-02,2054,N,VIIRS,n,2,281.33,9.9,D,0
38.07063,-122.14033,302.81,0.41,0.6,2025-03-03,912,N,VIIRS,n,2,283.9,1.33,N,2
37.94855,-122.40065,298.12,0.42,0.61,2025-03-03,912,N,VIIRS,n,2,282.33,1.24,N,2
37.94955,-122.39795,296.11,0.41,0.61,2025-03-03,1053,N,VIIRS,n,2,282.09,1.02,N,2
37.74326,-122.37635,322.27,0.42,0.61,2025-03-03,1053,N,VIIRS,n,2,277.8,1.74,N,0
35.90033,-120.57923,326.93,0.44,0.46,2025-03-03,2033,N,VIIRS,n,2,290.68,2.64,D,0
35.8989,-120.58053,327.72,0.44,0.46,2025-03-03,2033,N,VIIRS,n,2,289.53,1.62,D,0
37.03832,-120.28757,338.29,0.4,0.45,2025-03-03,2033,N,VIIRS,n,2,289.86,2.32,D,0
37.05815,-120.27495,339,0.4,0.45,2025-03-03,2033,N,VIIRS,n,2,287.67,6.71,D,0
37.94743,-121.21449,326.21,0.43,0.46,2025-03-03,2034,N,VIIRS,n,2,296,2.28,D,0
38.30393,-122.145,338.49,0.47,0.48,2025-03-03,2034,N,VIIRS,n,2,291.83,7.27,D,0
38.40149,-121.72742,341.49,0.45,0.47,2025-03-03,2034,N,VIIRS,n,2,295.48,4.6,D,0
38.40387,-121.72598,328.43,0.45,0.47,2025-03-03,2034,N,VIIRS,n,2,295.98,2.39,D,0
38.40274,-121.73098,329.62,0.45,0.47,2025-03-03,2034,N,VIIRS,n,2,297.59,3.37,D,0
38.46087,-122.3894,327.94,0.48,0.48,2025-03-03,2034,N,VIIRS,n,2,293.61,2.61,D,0
38.59456,-122.0232,336.58,0.46,0.47,2025-03-03,2034,N,VIIRS,n,2,291.35,4.49,D,0
38.5474,-122.51548,336.86,0.49,0.48,2025-03-03,2034,N,VIIRS,n,2,287.75,4.74,D,0
38.75058,-121.66779,326.3,0.44,0.46,2025-03-03,2034,N,VIIRS,n,2,290.44,0.99,D,0
38.75353,-121.67184,331.38,0.44,0.46,2025-03-03,2034,N,VIIRS,n,2,291.86,3.2,D,0
38.90701,-122.07369,326.13,0.45,0.47,2025-03-03,2034,N,VIIRS,n,2,291.25,1.79,D,0
38.94245,-122.03757,336.44,0.45,0.47,2025-03-03,2034,N,VIIRS,n,2,292.83,4.86,D,0
38.94131,-122.04261,332.7,0.45,0.47,2025-03-03,2034,N,VIIRS,n,2,290.06,2.7,D,0
38.97371,-122.06004,341.55,0.45,0.47,2025-03-03,2034,N,VIIRS,n,2,292.4,7.78,D,0
38.92295,-122.73044,331.19,0.49,0.48,2025-03-03,2034,N,VIIRS,n,2,292.66,3.17,D,0
39.1037,-122.7463,337.54,0.48,0.48,2025-03-03,2034,N,VIIRS,n,2,285.09,18.82,D,0
39.5668,-122.17956,338.39,0.44,0.46,2025-03-03,2034,N,VIIRS,n,2,292.08,3.74,D,0
39.57095,-122.1811,334.74,0.44,0.46,2025-03-03,2034,N,VIIRS,n,2,291.09,3.74,D,0
39.68293,-121.85839,336.87,0.42,0.46,2025-03-03,2034,N,VIIRS,n,2,292.25,2.76,D,0
39.92802,-120.95927,346.71,0.57,0.43,2025-03-03,2034,N,VIIRS,n,2,283.32,20.67,D,0
39.93304,-120.95533,334.26,0.57,0.43,2025-03-03,2034,N,VIIRS,n,2,282.4,20.67,D,0
39.93175,-120.96141,342.24,0.57,0.43,2025-03-03,2034,N,VIIRS,n,2,284.9,20.67,D,0
39.71841,-122.15728,345.67,0.44,0.46,2025-03-03,2034,N,VIIRS,n,2,295.86,10.24,D,0
39.94678,-122.16753,333.97,0.43,0.46,2025-03-03,2034,N,VIIRS,n,2,292.48,2.8,D,0
40.48652,-122.39215,336.2,0.43,0.46,2025-03-03,2034,N,VIIRS,n,2,288.52,4.05,D,0
40.49062,-122.39377,330.36,0.43,0.46,2025-03-03,2034,N,VIIRS,n,2,289.09,3.89,D,0
40.63111,-122.52267,329.19,0.44,0.46,2025-03-03,2034,N,VIIRS,n,2,288.64,6.81,D,0
40.6353,-122.524,339.81,0.44,0.46,2025-03-03,2034,N,VIIRS,n,2,287.9,4.98,D,0
40.6395,-122.52522,330.83,0.44,0.46,2025-03-03,2034,N,VIIRS,n,2,286.21,4.98,D,0
40.83354,-122.33321,331.85,0.42,0.45,2025-03-03,2034,N,VIIRS,n,2,288.78,2.77,D,0
41.32401,-122.73902,337.63,0.43,0.46,2025-03-03,2035,N,VIIRS,n,2,288.22,4.04,D,0
41.3282,-122.74025,353.5,0.43,0.46,2025-03-03,2035,N,VIIRS,n,2,292.72,12.34,D,0
41.69732,-121.96308,342.05,0.39,0.44,2025-03-03,2035,N,VIIRS,n,2,283.16,5.33,D,0
41.70123,-121.96461,341.5,0.39,0.44,2025-03-03,2035,N,VIIRS,n,2,281.84,5.33,D,0
42.24088,-122.83435,345.91,0.42,0.45,2025-03-03,2035,N,VIIRS,n,2,284.89,15.41,D,0
42.23983,-122.83908,349.91,0.42,0.45,2025-03-03,2035,N,VIIRS,n,2,281.5,11.61,D,0
38.59775,-122.02608,330.87,0.76,0.77,2025-03-03,2215,N,VIIRS,n,2,288.21,4.48,D,0
38.94199,-122.03741,348.83,0.76,0.77,2025-03-03,2215,N,VIIRS,n,2,288.63,11.29,D,0
38.94271,-122.03857,341.77,0.76,0.77,2025-03-03,2215,N,VIIRS,n,2,288,11.96,D,0
39.57119,-122.17628,327.78,0.75,0.77,2025-03-03,2215,N,VIIRS,n,2,288.92,5.27,D,0
38.93964,-122.03709,296.34,0.47,0.47,2025-03-04,1034,N,VIIRS,n,2,268.6,1.46,N,0
38.93929,-122.03865,299.83,0.47,0.47,2025-03-04,1034,N,VIIRS,n,2,269.16,1.3,N,0
37.1135,-119.42287,302.82,0.35,0.57,2025-03-04,1034,N,VIIRS,n,2,267.15,0.54,N,0
37.1086,-119.42545,339.29,0.35,0.57,2025-03-04,1034,N,VIIRS,n,2,266.31,2.85,N,0
35.68073,-120.52772,328.52,0.4,0.6,2025-03-04,2014,N,VIIRS,n,2,290.42,2.41,D,0
36.50903,-121.52176,342.82,0.43,0.62,2025-03-04,2014,N,VIIRS,n,2,288.45,4.97,D,0
36.51075,-121.5215,325.39,0.43,0.62,2025-03-04,2014,N,VIIRS,n,2,288.08,4.1,D,0
41.63125,-121.74069,337.51,0.32,0.55,2025-03-04,2016,N,VIIRS,n,2,272.93,4.58,D,0
35.74088,-119.91808,367,0.52,0.67,2025-03-04,2155,N,VIIRS,h,2,294.9,8.96,D,0
37.79792,-119.9143,343.61,0.54,0.68,2025-03-04,2155,N,VIIRS,n,2,272.23,27.78,D,0
37.79776,-119.91956,357.02,0.54,0.68,2025-03-04,2155,N,VIIRS,l,2,276.4,14.76,D,0
37.80418,-119.91755,330.93,0.54,0.68,2025-03-04,2155,N,VIIRS,n,2,273.01,14.76,D,0
39.68557,-121.85777,332.85,0.44,0.62,2025-03-04,2156,N,VIIRS,n,2,286.19,2.15,D,0
39.68481,-121.85768,333.59,0.44,0.62,2025-03-04,2156,N,VIIRS,n,2,286.29,2.81,D,0
40.36186,-121.05461,330.32,0.45,0.39,2025-03-05,1014,N,VIIRS,n,2,255.31,5.56,N,0
35.23083,-118.92836,298.06,0.46,0.47,2025-03-05,1016,N,VIIRS,n,2,271.87,0.89,N,0
40.74537,-122.97219,331.68,0.66,0.73,2025-03-05,1957,N,VIIRS,n,2,282.1,5.01,D,0
42.07504,-123.5014,328.98,0.63,0.72,2025-03-05,1957,N,VIIRS,n,2,277.92,4.62,D,0
42.28899,-122.93002,340.45,0.59,0.7,2025-03-05,1957,N,VIIRS,n,2,278.49,6.25,D,0
40.49403,-122.41658,339.27,0.47,0.48,2025-03-05,2137,N,VIIRS,n,2,279.58,8.55,D,0
41.21099,-123.60085,326.44,0.42,0.45,2025-03-05,2137,N,VIIRS,n,2,282.65,3.7,D,0
41.21515,-123.60168,340.82,0.42,0.45,2025-03-05,2137,N,VIIRS,n,2,285.03,3.7,D,0
42.28647,-122.92177,330.57,0.46,0.47,2025-03-05,2138,N,VIIRS,n,2,285.64,12.63,D,0
42.29037,-122.92811,351.6,0.46,0.47,2025-03-05,2138,N,VIIRS,n,2,288,12.63,D,0
38.31552,-121.83234,296.31,0.39,0.36,2025-03-06,956,N,VIIRS,n,2,277.47,0.5,N,2
38.30122,-122.74843,299.59,0.4,0.37,2025-03-06,956,N,VIIRS,n,2,275.76,0.65,N,2
38.07333,-122.13988,301.23,0.39,0.36,2025-03-06,956,N,VIIRS,n,2,285.45,0.82,N,2
37.88461,-121.18684,301.5,0.38,0.36,2025-03-06,956,N,VIIRS,n,2,275.62,0.55,N,2
37.7557,-121.07785,307.4,0.38,0.36,2025-03-06,956,N,VIIRS,n,2,275.2,0.92,N,0
37.951,-122.39691,295.85,0.39,0.37,2025-03-06,956,N,VIIRS,n,2,284.07,1.32,N,2
37.94368,-122.39397,302.81,0.39,0.37,2025-03-06,956,N,VIIRS,n,2,280.01,1.04,N,2
35.70054,-119.13533,332.98,0.52,0.42,2025-03-06,2117,N,VIIRS,n,2,290.52,2.81,D,0
35.70115,-119.16489,327.02,0.52,0.42,2025-03-06,2117,N,VIIRS,n,2,289.41,3.63,D,0
38.51443,-121.89368,342.66,0.44,0.38,2025-03-06,2118,N,VIIRS,n,2,290.39,6.89,D,0
38.51438,-121.8913,333.05,0.44,0.38,2025-03-06,2118,N,VIIRS,n,2,292.32,6.3,D,0
38.51728,-121.89702,328.31,0.44,0.38,2025-03-06,2118,N,VIIRS,n,2,289.79,9.75,D,0
38.9379,-122.03414,349.48,0.43,0.38,2025-03-06,2118,N,VIIRS,n,2,296.01,23.15,D,0
38.93728,-122.03918,333.93,0.43,0.38,2025-03-06,2118,N,VIIRS,n,2,292.6,4.88,D,0
38.97531,-122.05206,337.31,0.43,0.38,2025-03-06,2118,N,VIIRS,n,2,291.45,4.74,D,0
39.00792,-122.13599,344.44,0.43,0.38,2025-03-06,2118,N,VIIRS,n,2,297.55,21.25,D,0
39.02004,-122.09721,330.22,0.43,0.38,2025-03-06,2118,N,VIIRS,n,2,291.41,16.14,D,0
39.02278,-122.09989,338.68,0.43,0.38,2025-03-06,2118,N,VIIRS,n,2,293.1,5.87,D,0
39.11306,-123.16147,331.24,0.41,0.37,2025-03-06,2118,N,VIIRS,n,2,293.1,2.48,D,0
39.30965,-122.6999,337.68,0.42,0.38,2025-03-06,2118,N,VIIRS,n,2,282.12,17.45,D,0
39.3131,-122.70062,331.78,0.42,0.38,2025-03-06,2118,N,VIIRS,n,2,278.24,9.44,D,0
39.56917,-122.17859,331.79,0.44,0.38,2025-03-06,2118,N,VIIRS,n,2,291.42,4.19,D,0
39.64253,-121.99397,332.88,0.44,0.39,2025-03-06,2118,N,VIIRS,n,2,291.45,5.63,D,0
39.64607,-121.99469,333.68,0.44,0.39,2025-03-06,2118,N,VIIRS,n,2,287.48,5.59,D,0
41.76623,-122.65114,331.11,0.44,0.38,2025-03-06,2119,N,VIIRS,n,2,289.07,6.36,D,0
41.76976,-122.65196,330.5,0.44,0.38,2025-03-06,2119,N,VIIRS,n,2,287.22,6.36,D,0
42.29604,-122.92847,325.29,0.44,0.38,2025-03-06,2119,N,VIIRS,n,2,288.16,2.83,D,0
42.29958,-122.92903,331.83,0.44,0.38,2025-03-06,2119,N,VIIRS,n,2,289.19,3.19,D,0
39.61995,-119.26408,298.8,0.45,0.39,2025-03-07,937,N,VIIRS,n,2,270.96,1.19,N,2
39.90199,-122.17489,300.09,0.4,0.44,2025-03-07,937,N,VIIRS,n,2,275.74,0.63,N,0
39.31521,-122.70654,310.98,0.41,0.45,2025-03-07,937,N,VIIRS,n,2,272.19,1.84,N,0
39.31476,-122.7019,306,0.41,0.45,2025-03-07,937,N,VIIRS,n,2,271.16,0.67,N,0
39.31059,-122.70251,321.45,0.41,0.45,2025-03-07,937,N,VIIRS,n,2,270.97,2.14,N,0
39.3035,-122.71655,305.5,0.42,0.45,2025-03-07,937,N,VIIRS,n,2,271.34,1.24,N,0
39.02106,-122.09958,314.89,0.38,0.43,2025-03-07,937,N,VIIRS,n,2,277.99,1.69,N,0
39.00857,-122.13777,296.78,0.39,0.44,2025-03-07,937,N,VIIRS,n,2,276.99,0.61,N,0
38.96653,-122.09264,307.03,0.38,0.43,2025-03-07,937,N,VIIRS,n,2,277.43,0.62,N,0
38.93636,-122.03817,308.46,0.57,0.43,2025-03-07,937,N,VIIRS,n,2,277.64,1.64,N,0
38.76944,-122.659,303.17,0.41,0.45,2025-03-07,937,N,VIIRS,n,2,272.6,0.26,N,0
38.1698,-120.07434,303.2,0.46,0.39,2025-03-07,937,N,VIIRS,n,2,268.49,1.56,N,0
38.07217,-122.14053,301.31,0.56,0.43,2025-03-07,937,N,VIIRS,n,2,285.76,1.74,N,2
37.88417,-121.18752,298.21,0.51,0.41,2025-03-07,937,N,VIIRS,n,2,275.61,0.83,N,2
37.95137,-122.39806,296.55,0.39,0.44,2025-03-07,937,N,VIIRS,n,2,284.61,1,N,2
37.24407,-119.20696,317.05,0.42,0.38,2025-03-07,937,N,VIIRS,n,2,255.76,1.89,N,0
37.24125,-119.21246,300.81,0.42,0.38,2025-03-07,937,N,VIIRS,n,2,257.02,0.94,N,0
37.24028,-119.21455,307.45,0.42,0.38,2025-03-07,937,N,VIIRS,n,2,259.28,1.61,N,0
37.4557,-121.93266,300.3,0.54,0.42,2025-03-07,937,N,VIIRS,n,2,277.75,0.7,N,2
37.45592,-121.93315,296.5,0.54,0.42,2025-03-07,937,N,VIIRS,n,2,277.48,0.84,N,2
36.52567,-119.90318,326.49,0.38,0.36,2025-03-07,2058,N,VIIRS,n,2,290.91,1.28,D,0
36.71349,-119.9639,332.18,0.38,0.36,2025-03-07,2058,N,VIIRS,n,2,293.17,2.07,D,0
36.63161,-121.6087,335.29,0.4,0.37,2025-03-07,2058,N,VIIRS,n,2,291.7,1.57,D,0
37.59349,-120.67763,329.88,0.39,0.36,2025-03-07,2058,N,VIIRS,n,2,290.46,1.89,D,0
37.59578,-120.67732,334.69,0.39,0.36,2025-03-07,2058,N,VIIRS,n,2,292.02,4.77,D,0
37.59105,-120.79353,330.21,0.39,0.36,2025-03-07,2058,N,VIIRS,n,2,292.9,2.01,D,0
38.05136,-120.35306,327.92,0.38,0.36,2025-03-07,2059,N,VIIRS,n,2,286.55,1.68,D,0
38.16815,-120.07392,337.45,0.38,0.36,2025-03-07,2059,N,VIIRS,n,2,280.03,4.43,D,0
37.91809,-121.67319,332.51,0.39,0.37,2025-03-07,2059,N,VIIRS,n,2,298.61,2.84,D,0
38.02932,-122.24554,339.19,0.4,0.37,2025-03-07,2059,N,VIIRS,n,2,297.09,2.24,D,0
38.03602,-122.24741,337.23,0.4,0.37,2025-03-07,2059,N,VIIRS,n,2,298.53,4.5,D,0
38.19992,-121.38888,326.89,0.39,0.36,2025-03-07,2059,N,VIIRS,n,2,295.95,1.51,D,0
38.34528,-121.55771,329.98,0.39,0.36,2025-03-07,2059,N,VIIRS,n,2,294.94,2.57,D,0
38.40222,-121.71677,331.25,0.39,0.36,2025-03-07,2059,N,VIIRS,n,2,296.81,2.19,D,0
38.46638,-122.03563,331.83,0.4,0.37,2025-03-07,2059,N,VIIRS,n,2,294.02,3.74,D,0
38.51711,-121.89909,325.66,0.39,0.37,2025-03-07,2059,N,VIIRS,n,2,293.74,8.27,D,0
38.52118,-121.89549,331.55,0.39,0.37,2025-03-07,2059,N,VIIRS,n,2,295.3,16.86,D,0
38.62792,-121.58363,330.82,0.39,0.36,2025-03-07,2059,N,VIIRS,n,2,293.74,1.31,D,0
38.93684,-122.03934,332.28,0.39,0.37,2025-03-07,2059,N,VIIRS,n,2,295.36,2.33,D,0
39.0276,-121.65624,333.71,0.39,0.36,2025-03-07,2059,N,VIIRS,n,2,296.02,2,D,0
39.02227,-122.09901,328.2,0.39,0.37,2025-03-07,2059,N,VIIRS,n,2,296.1,1.7,D,0
38.92428,-122.73663,341.92,0.41,0.37,2025-03-07,2059,N,VIIRS,n,2,295.41,4.19,D,0
39.05038,-122.09728,327.16,0.39,0.37,2025-03-07,2059,N,VIIRS,n,2,298.13,1.32,D,0
39.15619,-122.15742,328.83,0.4,0.37,2025-03-07,2059,N,VIIRS,n,2,295.7,1.53,D,0
39.19358,-123.21343,325.05,0.42,0.37,2025-03-07,2059,N,VIIRS,n,2,293.96,2.51,D,0
39.19274,-123.21817,333.01,0.42,0.37,2025-03-07,2059,N,VIIRS,n,2,299.98,2.51,D,0
39.66245,-121.85632,351.36,0.39,0.36,2025-03-07,2059,N,VIIRS,n,2,298.22,20.2,D,0
39.73158,-121.59808,330.21,0.39,0.36,2025-03-07,2059,N,VIIRS,n,2,293.56,1.72,D,0
40.34454,-122.24595,326.8,0.39,0.36,2025-03-07,2059,N,VIIRS,n,2,293.7,1.55,D,0
40.50677,-123.77142,343.09,0.42,0.37,2025-03-07,2059,N,VIIRS,n,2,289.97,5.88,D,0
40.51018,-123.77242,328.22,0.42,0.37,2025-03-07,2059,N,VIIRS,n,2,290.48,5.88,D,0
41.21054,-123.6057,345.26,0.41,0.37,2025-03-07,2100,N,VIIRS,n,2,305.04,48.62,D,0
41.23729,-123.47149,330.31,0.4,0.37,2025-03-07,2100,N,VIIRS,n,2,284.52,4.25,D,0
41.21392,-123.60654,335.14,0.41,0.37,2025-03-07,2100,N,VIIRS,n,2,285.12,5.17,D,0
41.74636,-122.65048,330.65,0.39,0.36,2025-03-07,2100,N,VIIRS,n,2,292.43,3.69,D,0
42.25283,-122.90822,331.47,0.39,0.36,2025-03-07,2100,N,VIIRS,n,2,282.66,4.93,D,0
39.66273,-121.8585,309.93,0.33,0.56,2025-03-08,918,N,VIIRS,n,2,275.92,1.19,N,0
39.0298,-121.65714,308.31,0.32,0.55,2025-03-08,918,N,VIIRS,n,2,275.85,0.74,N,0
39.02956,-121.65334,298.66,0.32,0.55,2025-03-08,918,N,VIIRS,n,2,274.93,0.74,N,0
38.07096,-122.14028,307.76,0.34,0.56,2025-03-08,918,N,VIIRS,n,2,287.69,1.47,N,2
37.95085,-122.40103,299.57,0.35,0.56,2025-03-08,918,N,VIIRS,n,2,286.33,0.99,N,2
37.5938,-120.61047,349.76,0.55,0.51,2025-03-08,918,N,VIIRS,n,2,278.47,9.72,N,0
39.66257,-121.85547,295.93,0.47,0.64,2025-03-08,1058,N,VIIRS,n,2,273.51,0.59,N,0
37.59174,-120.60793,318.66,0.62,0.71,2025-03-08,1059,N,VIIRS,n,2,274.88,2.16,N,0
37.94911,-122.39745,296.27,0.49,0.65,2025-03-08,1059,N,VIIRS,n,2,283.32,0.93,N,2
34.85855,-120.38453,326.72,0.57,0.43,2025-03-08,2039,N,VIIRS,n,2,295.43,2.84,D,0
34.89398,-120.29237,332.33,0.56,0.43,2025-03-08,2039,N,VIIRS,n,2,296.75,6.52,D,0
36.55799,-119.49841,328.66,0.48,0.4,2025-03-08,2039,N,VIIRS,n,2,293.92,2.2,D,0
36.56942,-119.4792,331.02,0.48,0.4,2025-03-08,2039,N,VIIRS,n,2,295.31,3.01,D,0
36.89066,-121.82076,345.03,0.41,0.45,2025-03-08,2039,N,VIIRS,n,2,297.68,6.73,D,0
36.88969,-121.82523,337.13,0.41,0.45,2025-03-08,2039,N,VIIRS,n,2,296.82,6.73,D,0
37.59285,-120.69571,343.42,0.52,0.42,2025-03-08,2040,N,VIIRS,n,2,291.41,9.14,D,0
37.95424,-121.02601,339.13,0.53,0.42,2025-03-08,2040,N,VIIRS,n,2,293.93,4.78,D,0
37.95803,-121.02721,331.69,0.53,0.42,2025-03-08,2040,N,VIIRS,n,2,292.63,4.34,D,0
39.09177,-119.50595,354.1,0.45,0.39,2025-03-08,2040,N,VIIRS,n,2,282.8,10.08,D,0
38.59545,-122.02782,334.45,0.38,0.44,2025-03-08,2040,N,VIIRS,n,2,294.77,1.45,D,0
38.81844,-122.17651,329.03,0.39,0.44,2025-03-08,2040,N,VIIRS,n,2,294.52,2.42,D,0
39.01,-121.63165,331.91,0.54,0.42,2025-03-08,2040,N,VIIRS,n,2,296.98,5.44,D,0
