Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
04/14/2025,AQS,60870007,3,5.3,ug/m3 LC,29,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/15/2025,AQS,60870007,3,4,ug/m3 LC,22,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/16/2025,AQS,60870007,3,6.1,ug/m3 LC,34,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/17/2025,AQS,60870007,3,2.9,ug/m3 LC,16,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/18/2025,AQS,60870007,3,4.1,ug/m3 LC,23,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/19/2025,AQS,60870007,3,6.7,ug/m3 LC,37,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/20/2025,AQS,60870007,3,4.7,ug/m3 LC,26,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/21/2025,AQS,60870007,3,5.4,ug/m3 LC,30,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/22/2025,AQS,60870007,3,6.1,ug/m3 LC,34,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/23/2025,AQS,60870007,3,7.9,ug/m3 LC,44,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/24/2025,AQS,60870007,3,3,ug/m3 LC,17,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/25/2025,AQS,60870007,3,2.4,ug/m3 LC,13,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/26/2025,AQS,60870007,3,1.3,ug/m3 LC,7,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/27/2025,AQS,60870007,3,3.2,ug/m3 LC,18,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/28/2025,AQS,60870007,3,5,ug/m3 LC,28,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/29/2025,AQS,60870007,3,6.6,ug/m3 LC,37,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
04/30/2025,AQS,60870007,3,5.3,ug/m3 LC,29,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/01/2025,AQS,60870007,3,6.7,ug/m3 LC,37,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/02/2025,AQS,60870007,3,4,ug/m3 LC,22,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/03/2025,AQS,60870007,3,4.1,ug/m3 LC,23,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/04/2025,AQS,60870007,3,8.3,ug/m3 LC,46,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/05/2025,AQS,60870007,3,11.4,ug/m3 LC,55,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/06/2025,AQS,60870007,3,11.9,ug/m3 LC,56,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/07/2025,AQS,60870007,3,8.2,ug/m3 LC,46,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/08/2025,AQS,60870007,3,4,ug/m3 LC,22,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/09/2025,AQS,60870007,3,6.8,ug/m3 LC,38,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/10/2025,AQS,60870007,3,7.4,ug/m3 LC,41,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/11/2025,AQS,60870007,3,4,ug/m3 LC,22,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/12/2025,AQS,60870007,3,2.9,ug/m3 LC,16,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/13/2025,AQS,60870007,3,2.4,ug/m3 LC,13,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/14/2025,AQS,60870007,3,7.7,ug/m3 LC,43,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/15/2025,AQS,60870007,3,8.3,ug/m3 LC,46,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/16/2025,AQS,60870007,3,8.6,ug/m3 LC,48,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/17/2025,AQS,60870007,3,2.2,ug/m3 LC,12,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/18/2025,AQS,60870007,3,7,ug/m3 LC,39,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/19/2025,AQS,60870007,3,6.4,ug/m3 LC,36,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/20/2025,AQS,60870007,3,5.7,ug/m3 LC,32,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/21/2025,AQS,60870007,3,7.9,ug/m3 LC,44,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/22/2025,AQS,60870007,3,3.8,ug/m3 LC,21,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/23/2025,AQS,60870007,3,5.2,ug/m3 LC,29,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/24/2025,AQS,60870007,3,4.4,ug/m3 LC,24,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/25/2025,AQS,60870007,3,2.2,ug/m3 LC,12,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/26/2025,AQS,60870007,3,1.7,ug/m3 LC,9,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/27/2025,AQS,60870007,3,6.1,ug/m3 LC,34,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/28/2025,AQS,60870007,3,3.5,ug/m3 LC,19,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/29/2025,AQS,60870007,3,3.5,ug/m3 LC,19,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/30/2025,AQS,60870007,3,4.8,ug/m3 LC,27,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
05/31/2025,AQS,60870007,3,6.5,ug/m3 LC,36,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/01/2025,AQS,60870007,3,10.4,ug/m3 LC,53,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/03/2025,AQS,60870007,3,5.1,ug/m3 LC,28,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/04/2025,AQS,60870007,3,7.7,ug/m3 LC,43,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/05/2025,AQS,60870007,3,5.2,ug/m3 LC,29,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/06/2025,AQS,60870007,3,4.7,ug/m3 LC,26,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/07/2025,AQS,60870007,3,2.6,ug/m3 LC,14,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/08/2025,AQS,60870007,3,2.4,ug/m3 LC,13,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/09/2025,AQS,60870007,3,1.6,ug/m3 LC,9,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/10/2025,AQS,60870007,3,3.5,ug/m3 LC,19,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/11/2025,AQS,60870007,3,7.7,ug/m3 LC,43,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/12/2025,AQS,60870007,3,10,ug/m3 LC,53,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/13/2025,AQS,60870007,3,8.8,ug/m3 LC,49,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/14/2025,AQS,60870007,3,8.7,ug/m3 LC,48,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/15/2025,AQS,60870007,3,8.2,ug/m3 LC,46,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/16/2025,AQS,60870007,3,7.1,ug/m3 LC,39,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/17/2025,AQS,60870007,3,5.6,ug/m3 LC,31,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/18/2025,AQS,60870007,3,5.1,ug/m3 LC,28,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/19/2025,AQS,60870007,3,7.2,ug/m3 LC,40,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/20/2025,AQS,60870007,3,5.2,ug/m3 LC,29,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/21/2025,AQS,60870007,3,4.4,ug/m3 LC,24,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/22/2025,AQS,60870007,3,6.4,ug/m3 LC,36,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/23/2025,AQS,60870007,3,4.5,ug/m3 LC,25,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/24/2025,AQS,60870007,3,2,ug/m3 LC,11,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/25/2025,AQS,60870007,3,2.7,ug/m3 LC,15,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/26/2025,AQS,60870007,3,3.6,ug/m3 LC,20,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/27/2025,AQS,60870007,3,5.2,ug/m3 LC,29,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/28/2025,AQS,60870007,3,3,ug/m3 LC,17,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/29/2025,AQS,60870007,3,0.6,ug/m3 LC,3,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
06/30/2025,AQS,60870007,3,0.4,ug/m3 LC,2,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/01/2025,AQS,60870007,3,1.2,ug/m3 LC,7,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/02/2025,AQS,60870007,3,2,ug/m3 LC,11,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/03/2025,AQS,60870007,3,3.9,ug/m3 LC,22,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/04/2025,AQS,60870007,3,3.8,ug/m3 LC,21,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/05/2025,AQS,60870007,3,4.2,ug/m3 LC,23,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/06/2025,AQS,60870007,3,4.1,ug/m3 LC,23,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/07/2025,AQS,60870007,3,0.7,ug/m3 LC,4,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/08/2025,AQS,60870007,3,-0.2,ug/m3 LC,0,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/09/2025,AQS,60870007,3,1.2,ug/m3 LC,7,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/10/2025,AQS,60870007,3,2.1,ug/m3 LC,12,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/11/2025,AQS,60870007,3,1.8,ug/m3 LC,10,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/12/2025,AQS,60870007,3,0.6,ug/m3 LC,3,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/13/2025,AQS,60870007,3,0.4,ug/m3 LC,2,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/14/2025,AQS,60870007,3,0.7,ug/m3 LC,4,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/15/2025,AQS,60870007,3,0.5,ug/m3 LC,3,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/16/2025,AQS,60870007,3,0.3,ug/m3 LC,2,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/17/2025,AQS,60870007,3,0.2,ug/m3 LC,1,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/18/2025,AQS,60870007,3,1.2,ug/m3 LC,7,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/19/2025,AQS,60870007,3,1.6,ug/m3 LC,9,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/20/2025,AQS,60870007,3,1.6,ug/m3 LC,9,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/21/2025,AQS,60870007,3,1.6,ug/m3 LC,9,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/22/2025,AQS,60870007,3,0,ug/m3 LC,0,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/23/2025,AQS,60870007,3,-0.5,ug/m3 LC,0,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/24/2025,AQS,60870007,3,-0.2,ug/m3 LC,0,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/25/2025,AQS,60870007,3,-0.2,ug/m3 LC,0,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/26/2025,AQS,60870007,3,0.2,ug/m3 LC,1,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/27/2025,AQS,60870007,3,-0.5,ug/m3 LC,0,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
